28-04-2025;15-37-03;24.20;45.00
28-04-2025;15-37-07;24.20;45.00
28-04-2025;15-37-15;24.10;45.00
28-04-2025;15-37-19;24.10;45.00
28-04-2025;15-37-23;24.10;45.00
28-04-2025;15-37-27;24.10;45.00
28-04-2025;15-37-31;24.10;45.00
28-04-2025;15-37-35;24.10;45.00
28-04-2025;15-37-39;24.10;45.00
28-04-2025;15-37-43;24.10;45.00
28-04-2025;15-37-47;24.10;45.00
28-04-2025;15-37-51;24.10;45.00
28-04-2025;15-37-55;24.10;45.00
28-04-2025;15-37-59;24.10;45.00
28-04-2025;15-38-03;24.10;45.00
28-04-2025;15-38-07;24.10;45.00
28-04-2025;15-38-11;24.10;45.00
28-04-2025;15-38-15;24.10;45.00
28-04-2025;15-38-19;24.10;45.00
28-04-2025;15-38-23;24.10;45.00
28-04-2025;15-38-27;24.10;45.00
28-04-2025;15-38-31;24.10;45.00
28-04-2025;15-38-35;24.10;45.00
28-04-2025;15-38-39;24.10;45.00
28-04-2025;15-38-43;24.10;45.00
28-04-2025;15-38-47;24.10;45.00
28-04-2025;15-38-51;24.10;45.00
28-04-2025;15-38-55;24.10;45.00
28-04-2025;15-38-59;24.10;45.00
28-04-2025;15-39-03;24.10;45.00
28-04-2025;15-39-07;24.10;45.00
28-04-2025;15-39-11;24.10;45.00
28-04-2025;15-39-15;24.10;45.00
28-04-2025;15-39-19;24.10;45.00
28-04-2025;15-39-23;24.10;45.00
28-04-2025;15-39-27;24.10;45.00
28-04-2025;15-39-31;24.10;45.00
28-04-2025;15-39-35;24.10;45.00
28-04-2025;15-39-39;24.10;45.00
28-04-2025;15-39-43;24.10;45.00
28-04-2025;15-39-47;24.10;45.00
28-04-2025;15-39-51;24.10;45.00
28-04-2025;15-39-55;24.10;45.00
28-04-2025;15-39-59;24.10;45.00
28-04-2025;15-40-03;24.10;45.00
28-04-2025;15-40-07;24.10;45.00
28-04-2025;15-40-11;24.10;45.00
28-04-2025;15-40-15;24.10;45.00
28-04-2025;15-40-19;24.10;45.00
28-04-2025;15-40-23;24.10;45.00
28-04-2025;15-40-27;24.10;45.00
28-04-2025;15-40-31;24.10;45.00
28-04-2025;15-40-35;24.10;45.00
28-04-2025;15-40-39;24.10;45.00
28-04-2025;15-40-43;24.10;45.00
28-04-2025;15-40-47;24.10;45.00
28-04-2025;15-40-51;24.10;45.00
28-04-2025;15-40-55;24.10;45.00
28-04-2025;15-40-59;24.10;45.00
28-04-2025;15-41-03;24.10;45.00
28-04-2025;15-41-07;24.10;45.00
28-04-2025;15-41-11;24.10;45.00
28-04-2025;15-41-15;24.10;45.00
28-04-2025;15-41-19;24.10;45.00
28-04-2025;15-41-23;24.10;45.00
28-04-2025;15-41-27;24.10;45.00
28-04-2025;15-41-31;24.10;45.00
28-04-2025;15-41-35;24.10;45.00
28-04-2025;15-41-39;24.10;45.00
28-04-2025;15-41-43;24.10;45.00
28-04-2025;15-41-47;24.10;45.00
28-04-2025;15-41-51;24.10;45.00
28-04-2025;15-41-55;24.10;45.00
28-04-2025;15-41-59;24.10;45.00
28-04-2025;15-42-03;24.10;45.00
28-04-2025;15-42-07;24.10;45.00
28-04-2025;15-42-11;24.10;45.00
28-04-2025;15-42-15;24.10;45.00
28-04-2025;15-42-19;24.10;45.00
28-04-2025;15-42-23;24.10;45.00
28-04-2025;15-42-27;24.10;45.00
28-04-2025;15-42-31;24.10;45.00
28-04-2025;15-42-35;24.10;45.00
28-04-2025;15-42-39;24.10;45.00
28-04-2025;15-42-43;24.10;45.00
28-04-2025;15-42-47;24.10;45.00
28-04-2025;15-42-51;24.10;45.00
28-04-2025;15-42-55;24.10;45.00
28-04-2025;15-42-59;24.10;45.00
28-04-2025;15-43-03;24.10;45.00
28-04-2025;15-43-07;24.10;45.00
28-04-2025;15-43-11;24.10;45.00
28-04-2025;15-43-15;24.10;45.00
28-04-2025;15-43-19;24.10;45.00
28-04-2025;15-43-23;24.10;45.00
28-04-2025;15-43-27;24.10;45.00
28-04-2025;15-43-31;24.10;45.00
28-04-2025;15-43-35;24.00;45.00
28-04-2025;15-43-39;24.00;45.00
28-04-2025;15-43-43;24.00;45.00
28-04-2025;15-43-47;24.00;45.00
28-04-2025;15-43-51;24.00;45.00
28-04-2025;15-43-55;24.00;45.00
28-04-2025;15-43-59;24.00;45.00
28-04-2025;15-44-03;24.00;45.00
28-04-2025;15-44-07;24.00;45.00
28-04-2025;15-44-11;24.00;45.00
28-04-2025;15-44-15;24.00;45.00
28-04-2025;15-44-19;24.00;45.00
28-04-2025;15-44-23;24.00;45.00
28-04-2025;15-44-27;24.00;45.00
28-04-2025;15-44-31;24.00;45.00
28-04-2025;15-44-35;24.00;45.00
28-04-2025;15-44-39;24.00;45.00
28-04-2025;15-44-43;24.00;45.00
28-04-2025;15-44-47;24.00;45.00
28-04-2025;15-44-51;24.00;45.00
28-04-2025;15-44-55;24.00;45.00
28-04-2025;15-44-59;24.00;45.00
28-04-2025;15-45-03;24.00;45.00
28-04-2025;15-45-07;24.00;45.00
28-04-2025;15-45-11;24.00;45.00
28-04-2025;15-45-15;24.00;45.00
28-04-2025;15-45-19;24.00;45.00
28-04-2025;15-45-23;24.00;45.00
28-04-2025;15-45-27;24.00;45.00
28-04-2025;15-45-31;24.00;45.00
28-04-2025;15-45-35;24.00;45.00
28-04-2025;15-45-39;24.00;45.00
28-04-2025;15-45-43;24.00;45.00
28-04-2025;15-45-47;24.00;45.00
28-04-2025;15-45-51;24.00;45.00
28-04-2025;15-45-55;24.00;45.00
28-04-2025;15-45-59;24.00;45.00
28-04-2025;15-46-03;24.00;45.00
28-04-2025;15-46-07;24.00;45.00
28-04-2025;15-46-11;24.00;45.00
28-04-2025;15-46-15;24.00;45.00
28-04-2025;15-46-19;24.00;45.00
28-04-2025;15-46-23;24.00;45.00
28-04-2025;15-46-27;24.00;45.00
28-04-2025;15-46-31;24.00;45.00
28-04-2025;15-46-35;24.00;45.00
28-04-2025;15-46-39;24.00;45.00
28-04-2025;15-46-43;24.00;45.00
28-04-2025;15-46-47;24.00;45.00
28-04-2025;15-46-51;24.00;45.00
28-04-2025;15-46-55;24.00;45.00
28-04-2025;15-46-59;24.00;45.00
28-04-2025;15-47-03;24.00;45.00
28-04-2025;15-47-07;24.00;45.00
28-04-2025;15-47-11;24.00;45.00
28-04-2025;15-47-15;24.00;45.00
28-04-2025;15-47-19;24.00;45.00
28-04-2025;15-47-23;24.00;45.00
28-04-2025;15-47-27;24.00;45.00
28-04-2025;15-47-31;24.00;45.00
28-04-2025;15-47-35;24.00;45.00
28-04-2025;15-47-39;24.00;45.00
28-04-2025;15-47-43;24.00;45.00
28-04-2025;15-47-47;24.00;45.00
28-04-2025;15-47-51;24.00;45.00
28-04-2025;15-47-55;24.00;45.00
28-04-2025;15-47-59;24.00;45.00
28-04-2025;15-48-03;24.00;45.00
28-04-2025;15-48-07;24.00;45.00
28-04-2025;15-48-11;24.00;45.00
28-04-2025;15-48-15;24.00;45.00
28-04-2025;15-48-19;24.00;45.00
28-04-2025;15-48-23;24.00;45.00
28-04-2025;15-48-27;24.00;45.00
28-04-2025;15-48-31;24.00;45.00
28-04-2025;15-48-35;24.00;45.00
28-04-2025;15-48-39;24.00;45.00
28-04-2025;15-48-43;24.00;45.00
28-04-2025;15-48-47;24.00;45.00
28-04-2025;15-48-51;24.00;45.00
28-04-2025;15-48-55;24.00;45.00
28-04-2025;15-48-59;24.00;45.00
28-04-2025;15-49-03;24.00;45.00
28-04-2025;15-49-07;24.00;45.00
28-04-2025;15-49-11;24.00;45.00
28-04-2025;15-49-15;24.00;45.00
28-04-2025;15-49-19;24.00;45.00
28-04-2025;15-49-23;24.00;45.00
28-04-2025;15-49-27;24.00;45.00
28-04-2025;15-49-31;24.00;45.00
28-04-2025;15-49-35;24.00;45.00
28-04-2025;15-49-39;24.00;45.00
28-04-2025;15-49-43;24.00;45.00
28-04-2025;15-49-47;24.00;45.00
28-04-2025;15-49-51;24.00;45.00
28-04-2025;15-49-55;24.00;45.00
28-04-2025;15-49-59;24.00;45.00
28-04-2025;15-50-03;24.00;45.00
28-04-2025;15-50-07;24.00;45.00
28-04-2025;15-50-11;24.00;45.00
28-04-2025;15-50-15;24.00;45.00
28-04-2025;15-50-19;24.00;45.00
28-04-2025;15-50-23;24.00;45.00
28-04-2025;15-50-27;24.00;45.00
28-04-2025;15-50-31;24.00;45.00
28-04-2025;15-50-35;24.00;45.00
28-04-2025;15-50-39;24.00;45.00
28-04-2025;15-50-43;24.00;45.00
28-04-2025;15-50-47;24.00;45.00
28-04-2025;15-50-51;24.00;45.00
28-04-2025;15-50-55;24.00;45.00
28-04-2025;15-50-59;24.00;45.00
28-04-2025;15-51-03;24.00;45.00
28-04-2025;15-51-07;24.00;45.00
28-04-2025;15-51-11;24.00;45.00
28-04-2025;15-51-15;24.00;45.00
28-04-2025;15-51-19;24.00;45.00
28-04-2025;15-51-23;24.00;45.00
28-04-2025;15-51-27;24.00;45.00
28-04-2025;15-51-31;24.00;45.00
28-04-2025;15-51-35;24.00;45.00
28-04-2025;15-51-39;24.00;45.00
